charge_id,vehicle_id,station_id,start_time,charge_duration_min,start_soc_percent,end_soc_percent,average_power_kw,max_temperature_c,charging_status
CHG0000257,EV000310,ST004,2025-03-05T00:00:00Z,56.2,29.24,72.77,61.82,40.73,completed
CHG0000258,EV000380,ST004,2025-03-05T03:00:00Z,55.3,40.76,89.16,60.65,48.56,completed
CHG0000259,EV000367,ST003,2025-03-05T06:00:00Z,103.6,29.8,87.52,58.84,34.19,completed
CHG0000260,EV000196,ST001,2025-03-05T09:00:00Z,48.5,11.51,84.53,65.5,36.26,completed
CHG0000261,EV000498,ST001,2025-03-05T12:00:00Z,61.6,44.82,97.73,44.18,39.66,completed
CHG0000262,EV000105,ST001,2025-03-05T15:00:00Z,54.4,35.11,71.67,43.12,29.6,completed
CHG0000263,EV000287,ST003,2025-03-05T18:00:00Z,56.9,27.66,87.2,50.49,45.72,completed
CHG0000264,EV000359,ST002,2025-03-05T21:00:00Z,39.4,10.62,82.4,52.69,37.72,completed
CHG0000265,EV000344,ST003,2025-03-06T00:00:00Z,51.7,44.75,80.79,43.6,54.18,completed
CHG0000266,EV000246,ST004,2025-03-06T03:00:00Z,49.8,27.12,79.73,66.44,41.39,completed
CHG0000267,EV000039,ST001,2025-03-06T06:00:00Z,93.8,12.5,84.27,50.13,31.91,completed
CHG0000268,EV000134,ST002,2025-03-06T09:00:00Z,101.9,35.34,85.84,49.07,43.02,completed
CHG0000269,EV000244,ST003,2025-03-06T12:00:00Z,58.6,27.04,84.33,53.88,36.1,completed
CHG0000270,EV000120,ST004,2025-03-06T15:00:00Z,38.9,41.29,73.5,49.73,41.07,completed
CHG0000271,EV000457,ST001,2025-03-06T18:00:00Z,98.8,44.78,83.12,41.68,38.46,completed
CHG0000272,EV000466,ST004,2025-03-06T21:00:00Z,51.6,16.32,94.32,42.96,35.37,completed
CHG0000273,EV000441,ST002,2025-03-07T00:00:00Z,59.1,42.24,83.54,53.8,57.08,completed
CHG0000274,EV000166,ST002,2025-03-07T03:00:00Z,46.5,29.98,70.29,51.79,44.18,completed
CHG0000275,EV000162,ST001,2025-03-07T06:00:00Z,42.8,42.83,70.0,65.64,43.19,completed
CHG0000276,EV000371,ST001,2025-03-07T09:00:00Z,55.6,21.65,92.24,49.14,38.11,completed
CHG0000277,EV000258,ST004,2025-03-07T12:00:00Z,56.2,21.49,78.91,43.13,37.4,completed
CHG0000278,EV000197,ST003,2025-03-07T15:00:00Z,87.5,35.53,92.08,60.63,42.11,completed
CHG0000279,EV000327,ST001,2025-03-07T18:00:00Z,52.1,17.82,71.31,67.25,42.72,completed
CHG0000280,EV000315,ST003,2025-03-07T21:00:00Z,99.3,11.89,90.16,54.73,33.3,completed
CHG0000281,EV000162,ST004,2025-03-08T00:00:00Z,51.1,17.05,86.42,62.31,32.12,completed
CHG0000282,EV000057,ST002,2025-03-08T03:00:00Z,40.2,36.43,89.34,63.58,31.03,completed
CHG0000283,EV000047,ST002,2025-03-08T06:00:00Z,53.5,30.74,96.06,61.43,43.94,completed
CHG0000284,EV000447,ST004,2025-03-08T09:00:00Z,51.6,44.09,79.79,61.46,40.67,completed
CHG0000285,EV000470,ST004,2025-03-08T12:00:00Z,49.9,36.15,96.18,53.99,32.56,completed
CHG0000286,EV000283,ST002,2025-03-08T15:00:00Z,50.6,38.59,92.79,54.32,26.66,completed
CHG0000287,EV000438,ST003,2025-03-08T18:00:00Z,39.7,43.0,92.09,63.03,37.92,completed
CHG0000288,EV000131,ST001,2025-03-08T21:00:00Z,47.4,39.95,72.23,62.28,40.96,completed
CHG0000289,EV000336,ST001,2025-03-09T00:00:00Z,56.0,26.65,97.27,68.04,41.79,completed
CHG0000290,EV000351,ST001,2025-03-09T03:00:00Z,51.7,12.81,87.29,44.45,37.52,completed
CHG0000291,EV000284,ST002,2025-03-09T06:00:00Z,45.9,25.11,80.89,68.75,52.64,completed
CHG0000292,EV000463,ST003,2025-03-09T09:00:00Z,44.1,14.95,80.02,46.6,39.54,completed
CHG0000293,EV000172,ST004,2025-03-09T12:00:00Z,47.8,37.97,76.31,57.67,39.23,completed
CHG0000294,EV000281,ST004,2025-03-09T15:00:00Z,48.3,33.55,89.15,57.81,31.79,completed
CHG0000295,EV000465,ST004,2025-03-09T18:00:00Z,50.4,39.29,83.32,43.42,39.77,completed
CHG0000296,EV000289,ST002,2025-03-09T21:00:00Z,41.6,25.65,86.62,45.67,36.11,completed
CHG0000297,EV000336,ST001,2025-03-10T00:00:00Z,44.6,40.34,75.56,64.44,37.79,completed
CHG0000298,EV000486,ST004,2025-03-10T03:00:00Z,51.8,22.58,74.88,66.36,34.15,completed
CHG0000299,EV000225,ST004,2025-03-10T06:00:00Z,41.7,40.56,87.6,57.25,34.06,completed
CHG0000300,EV000037,ST004,2025-03-10T09:00:00Z,52.4,11.59,70.46,75.95,44.19,completed
CHG0000301,EV000351,ST004,2025-03-10T12:00:00Z,48.8,41.29,91.2,61.81,35.22,completed
CHG0000302,EV000027,ST001,2025-03-10T15:00:00Z,57.4,38.7,79.0,48.3,41.47,completed
CHG0000303,EV000394,ST001,2025-03-10T18:00:00Z,52.8,42.98,85.82,49.13,42.16,completed
CHG0000304,EV000461,ST001,2025-03-10T21:00:00Z,66.1,39.57,71.66,46.12,40.7,completed
CHG0000305,EV000391,ST004,2025-03-11T00:00:00Z,53.2,28.19,87.38,65.82,34.95,completed
CHG0000306,EV000402,ST001,2025-03-11T03:00:00Z,46.8,14.83,77.48,55.07,41.12,completed
CHG0000307,EV000265,ST004,2025-03-11T06:00:00Z,59.3,30.2,97.17,54.74,52.93,completed
CHG0000308,EV000219,ST001,2025-03-11T09:00:00Z,45.8,28.76,72.48,52.7,34.54,completed
CHG0000309,EV000140,ST001,2025-03-11T12:00:00Z,51.7,10.59,84.94,43.9,53.66,completed
CHG0000310,EV000296,ST004,2025-03-11T15:00:00Z,49.1,39.4,93.3,58.03,35.39,completed
CHG0000311,EV000410,ST003,2025-03-11T18:00:00Z,44.5,38.95,96.11,59.41,40.3,completed
CHG0000312,EV000096,ST002,2025-03-11T21:00:00Z,46.9,36.34,94.42,63.33,53.11,completed
CHG0000313,EV000229,ST001,2025-03-12T00:00:00Z,51.5,20.55,94.29,56.24,41.01,completed
CHG0000314,EV000324,ST003,2025-03-12T03:00:00Z,56.4,39.11,82.8,57.38,53.76,completed
CHG0000315,EV000212,ST003,2025-03-12T06:00:00Z,54.2,10.79,73.8,64.61,33.97,completed
CHG0000316,EV000206,ST004,2025-03-12T09:00:00Z,43.3,10.34,78.52,57.14,34.41,completed
CHG0000317,EV000324,ST001,2025-03-12T12:00:00Z,49.0,12.65,97.78,59.77,52.89,completed
CHG0000318,EV000442,ST001,2025-03-12T15:00:00Z,41.5,42.77,93.01,57.78,43.96,completed
CHG0000319,EV000355,ST002,2025-03-12T18:00:00Z,44.3,33.7,81.13,51.27,39.57,completed
CHG0000320,EV000402,ST001,2025-03-12T21:00:00Z,44.6,43.23,75.92,43.84,31.77,completed
CHG0000321,EV000283,ST003,2025-03-13T00:00:00Z,56.7,40.54,78.13,51.18,40.76,completed
CHG0000322,EV000052,ST001,2025-03-13T03:00:00Z,49.4,17.15,86.26,66.84,39.71,completed
CHG0000323,EV000060,ST001,2025-03-13T06:00:00Z,42.9,26.93,88.62,46.09,41.42,completed
CHG0000324,EV000030,ST003,2025-03-13T09:00:00Z,39.6,32.15,76.19,49.09,37.18,completed
CHG0000325,EV000264,ST001,2025-03-13T12:00:00Z,57.9,28.82,83.97,59.11,33.29,completed
CHG0000326,EV000486,ST003,2025-03-13T15:00:00Z,45.3,34.13,77.52,58.01,35.48,completed
CHG0000327,EV000029,ST002,2025-03-13T18:00:00Z,37.6,38.6,70.22,56.15,36.81,completed
CHG0000328,EV000177,ST004,2025-03-13T21:00:00Z,92.1,23.21,74.38,57.98,40.72,completed
CHG0000329,EV000413,ST001,2025-03-14T00:00:00Z,99.7,43.51,92.25,64.78,36.28,completed
CHG0000330,EV000330,ST003,2025-03-14T03:00:00Z,52.2,17.6,89.22,58.14,37.94,completed
CHG0000331,EV000083,ST004,2025-03-14T06:00:00Z,53.3,37.96,88.89,56.26,34.88,completed
CHG0000332,EV000402,ST001,2025-03-14T09:00:00Z,50.7,19.69,88.69,63.42,45.89,completed
CHG0000333,EV000157,ST003,2025-03-14T12:00:00Z,57.0,30.2,79.48,49.01,37.04,completed
CHG0000334,EV000307,ST002,2025-03-14T15:00:00Z,54.1,19.02,92.72,43.89,39.93,completed
CHG0000335,EV000030,ST004,2025-03-14T18:00:00Z,55.2,13.47,70.11,48.83,38.3,completed
CHG0000336,EV000394,ST001,2025-03-14T21:00:00Z,48.7,29.11,72.56,48.06,37.17,completed
CHG0000337,EV000284,ST003,2025-03-15T00:00:00Z,29.6,40.98,71.7,48.19,52.28,completed
CHG0000338,EV000252,ST002,2025-03-15T03:00:00Z,56.6,19.29,90.92,51.04,41.98,completed
CHG0000339,EV000362,ST003,2025-03-15T06:00:00Z,36.5,16.24,97.16,73.69,34.7,completed
CHG0000340,EV000340,ST002,2025-03-15T09:00:00Z,43.2,17.27,85.08,55.91,36.96,completed
CHG0000341,EV000406,ST003,2025-03-15T12:00:00Z,49.3,37.46,86.23,38.32,54.21,completed
CHG0000342,EV000062,ST003,2025-03-15T15:00:00Z,53.5,44.45,80.65,38.28,37.78,completed
CHG0000343,EV000498,ST001,2025-03-15T18:00:00Z,51.8,41.32,78.84,43.78,38.53,completed
CHG0000344,EV000374,ST003,2025-03-15T21:00:00Z,50.0,20.88,84.89,46.31,40.86,completed
CHG0000345,EV000356,ST003,2025-03-16T00:00:00Z,45.0,37.26,81.81,61.78,51.51,completed
CHG0000346,EV000298,ST003,2025-03-16T03:00:00Z,53.4,26.9,71.16,68.75,38.71,completed
CHG0000347,EV000012,ST003,2025-03-16T06:00:00Z,95.8,17.31,96.25,49.67,36.16,completed
CHG0000348,EV000080,ST004,2025-03-16T09:00:00Z,35.7,24.89,96.59,48.55,32.77,completed
CHG0000349,EV000247,ST001,2025-03-16T12:00:00Z,60.0,44.79,91.72,44.43,36.71,completed
CHG0000350,EV000375,ST004,2025-03-16T15:00:00Z,44.7,36.87,81.93,64.39,30.5,completed
CHG0000351,EV000400,ST002,2025-03-16T18:00:00Z,45.9,27.59,76.11,57.92,51.65,completed
CHG0000352,EV000003,ST004,2025-03-16T21:00:00Z,60.9,24.52,88.59,55.92,45.3,completed
CHG0000353,EV000054,ST004,2025-03-17T00:00:00Z,72.3,22.37,83.72,51.3,40.12,completed
CHG0000354,EV000478,ST004,2025-03-17T03:00:00Z,106.3,12.09,71.78,54.44,38.8,completed
CHG0000355,EV000469,ST003,2025-03-17T06:00:00Z,53.6,12.41,78.09,44.24,42.97,completed
CHG0000356,EV000393,ST003,2025-03-17T09:00:00Z,39.4,38.04,91.75,65.45,36.35,completed
CHG0000357,EV000279,ST001,2025-03-17T12:00:00Z,52.9,35.29,74.27,55.95,40.28,completed
CHG0000358,EV000205,ST003,2025-03-17T15:00:00Z,63.2,20.62,96.09,56.16,34.26,completed
CHG0000359,EV000323,ST002,2025-03-17T18:00:00Z,53.3,20.74,77.98,53.97,40.95,completed
CHG0000360,EV000018,ST001,2025-03-17T21:00:00Z,56.4,42.05,88.45,47.53,38.68,completed
CHG0000361,EV000063,ST004,2025-03-18T00:00:00Z,53.2,24.76,90.73,55.07,35.22,completed
CHG0000362,EV000296,ST001,2025-03-18T03:00:00Z,50.9,43.81,73.13,49.77,39.14,completed
CHG0000363,EV000187,ST001,2025-03-18T06:00:00Z,52.1,41.76,83.98,57.53,33.91,completed
CHG0000364,EV000492,ST001,2025-03-18T09:00:00Z,61.9,41.81,82.99,53.79,44.03,completed
CHG0000365,EV000302,ST003,2025-03-18T12:00:00Z,45.2,40.81,80.64,62.56,40.16,completed
CHG0000366,EV000476,ST001,2025-03-18T15:00:00Z,92.0,40.67,91.97,52.62,43.34,completed
CHG0000367,EV000064,ST004,2025-03-18T18:00:00Z,55.9,44.75,95.61,44.29,46.57,completed
CHG0000368,EV000256,ST001,2025-03-18T21:00:00Z,58.9,24.96,84.57,54.86,35.36,completed
CHG0000369,EV000229,ST002,2025-03-19T00:00:00Z,50.5,26.32,70.05,64.84,42.5,completed
CHG0000370,EV000010,ST004,2025-03-19T03:00:00Z,53.6,42.02,91.02,60.17,29.8,completed
CHG0000371,EV000056,ST003,2025-03-19T06:00:00Z,58.6,39.84,87.99,46.38,54.05,completed
CHG0000372,EV000397,ST002,2025-03-19T09:00:00Z,63.0,13.34,73.97,65.08,32.96,completed
CHG0000373,EV000425,ST002,2025-03-19T12:00:00Z,49.2,10.94,81.63,35.39,40.64,completed
CHG0000374,EV000117,ST001,2025-03-19T15:00:00Z,46.9,30.13,88.66,56.44,38.8,completed
CHG0000375,EV000426,ST004,2025-03-19T18:00:00Z,62.8,31.05,71.96,63.2,32.83,completed
CHG0000376,EV000073,ST003,2025-03-19T21:00:00Z,61.8,24.3,84.93,54.01,37.94,completed
CHG0000377,EV000128,ST002,2025-03-20T00:00:00Z,47.9,25.64,94.09,55.71,31.61,completed
CHG0000378,EV000025,ST003,2025-03-20T03:00:00Z,45.3,15.46,78.38,57.54,35.22,completed
CHG0000379,EV000475,ST004,2025-03-20T06:00:00Z,57.5,20.89,94.09,64.13,43.44,completed
CHG0000380,EV000420,ST004,2025-03-20T09:00:00Z,60.1,27.99,90.8,53.97,28.6,completed
CHG0000381,EV000057,ST004,2025-03-20T12:00:00Z,48.4,43.89,77.01,38.22,33.57,completed
CHG0000382,EV000434,ST001,2025-03-20T15:00:00Z,54.0,15.27,86.58,66.62,40.22,completed
CHG0000383,EV000135,ST004,2025-03-20T18:00:00Z,48.5,30.41,76.32,62.19,39.74,completed
CHG0000384,EV000019,ST001,2025-03-20T21:00:00Z,45.0,36.88,92.82,65.02,39.99,completed
CHG0000385,EV000098,ST001,2025-03-21T00:00:00Z,83.3,41.45,84.06,59.86,31.88,completed
CHG0000386,EV000170,ST004,2025-03-21T03:00:00Z,52.1,28.73,72.03,54.08,36.78,completed
CHG0000387,EV000368,ST002,2025-03-21T06:00:00Z,45.9,24.26,97.83,42.11,32.07,completed
CHG0000388,EV000026,ST004,2025-03-21T09:00:00Z,34.3,18.28,74.32,64.57,36.88,completed
CHG0000389,EV000369,ST004,2025-03-21T12:00:00Z,52.4,20.21,75.45,46.47,42.19,completed
CHG0000390,EV000236,ST002,2025-03-21T15:00:00Z,50.2,19.8,92.11,54.25,31.06,completed
CHG0000391,EV000459,ST001,2025-03-21T18:00:00Z,43.9,26.39,96.35,65.3,38.04,completed
CHG0000392,EV000173,ST002,2025-03-21T21:00:00Z,37.6,17.56,92.47,62.45,36.27,completed
CHG0000393,EV000227,ST002,2025-03-22T00:00:00Z,50.4,42.84,93.57,62.86,44.84,completed
CHG0000394,EV000039,ST004,2025-03-22T03:00:00Z,80.9,37.67,86.36,65.73,41.77,completed
CHG0000395,EV000337,ST002,2025-03-22T06:00:00Z,83.6,30.64,92.56,60.72,39.54,completed
CHG0000396,EV000422,ST003,2025-03-22T09:00:00Z,52.0,41.4,72.87,51.53,38.1,completed
CHG0000397,EV000449,ST004,2025-03-22T12:00:00Z,44.8,37.16,78.41,51.37,49.68,completed
CHG0000398,EV000443,ST002,2025-03-22T15:00:00Z,46.6,36.86,92.39,51.24,38.12,completed
CHG0000399,EV000340,ST002,2025-03-22T18:00:00Z,47.8,20.16,82.82,54.71,35.17,completed
CHG0000400,EV000341,ST004,2025-03-22T21:00:00Z,90.7,38.9,79.97,43.57,37.23,completed
CHG0000401,EV000242,ST003,2025-03-23T00:00:00Z,31.8,35.42,78.08,51.12,36.59,completed
CHG0000402,EV000290,ST002,2025-03-23T03:00:00Z,48.1,31.98,80.67,51.13,37.83,completed
CHG0000403,EV000404,ST004,2025-03-23T06:00:00Z,48.6,14.37,83.63,53.75,43.95,completed
CHG0000404,EV000374,ST004,2025-03-23T09:00:00Z,50.8,35.2,70.79,52.11,41.32,completed
CHG0000405,EV000183,ST003,2025-03-23T12:00:00Z,92.0,11.25,74.58,46.6,37.51,completed
CHG0000406,EV000209,ST003,2025-03-23T15:00:00Z,78.9,22.79,71.59,51.79,38.07,completed
CHG0000407,EV000442,ST002,2025-03-23T18:00:00Z,45.3,27.78,84.74,55.72,36.15,completed
CHG0000408,EV000051,ST001,2025-03-23T21:00:00Z,48.0,44.06,75.84,48.04,50.76,completed
CHG0000409,EV000442,ST003,2025-03-24T00:00:00Z,53.2,32.19,92.27,58.91,36.75,completed
CHG0000410,EV000420,ST001,2025-03-24T03:00:00Z,46.1,15.36,80.61,58.48,37.3,completed
CHG0000411,EV000318,ST002,2025-03-24T06:00:00Z,47.2,17.96,90.51,49.62,37.93,completed
CHG0000412,EV000340,ST004,2025-03-24T09:00:00Z,46.1,44.82,84.73,49.61,41.4,completed
CHG0000413,EV000146,ST003,2025-03-24T12:00:00Z,49.7,35.81,87.95,59.76,47.21,completed
CHG0000414,EV000291,ST004,2025-03-24T15:00:00Z,44.3,34.34,96.36,51.07,36.65,completed
CHG0000415,EV000046,ST001,2025-03-24T18:00:00Z,52.3,40.58,83.83,47.69,40.77,completed
CHG0000416,EV000095,ST002,2025-03-24T21:00:00Z,34.7,27.14,97.28,23.09,57.74,completed
CHG0000417,EV000225,ST002,2025-03-25T00:00:00Z,53.7,36.88,89.93,66.54,44.0,completed
CHG0000418,EV000163,ST002,2025-03-25T03:00:00Z,58.9,33.91,82.95,61.12,34.15,completed
CHG0000419,EV000011,ST002,2025-03-25T06:00:00Z,46.1,17.94,85.2,58.16,42.01,completed
CHG0000420,EV000271,ST003,2025-03-25T09:00:00Z,40.0,19.86,89.14,53.06,30.82,completed
CHG0000421,EV000318,ST002,2025-03-25T12:00:00Z,46.6,43.85,89.1,48.83,37.64,completed
CHG0000422,EV000364,ST004,2025-03-25T15:00:00Z,48.2,43.72,76.41,51.78,39.12,completed
CHG0000423,EV000400,ST003,2025-03-25T18:00:00Z,34.9,13.07,85.33,38.58,48.73,completed
CHG0000424,EV000157,ST001,2025-03-25T21:00:00Z,25.7,38.44,76.63,50.93,34.12,completed
CHG0000425,EV000002,ST002,2025-03-26T00:00:00Z,49.1,43.77,94.94,56.42,54.65,completed
CHG0000426,EV000226,ST002,2025-03-26T03:00:00Z,52.1,38.97,75.85,54.72,35.47,completed
CHG0000427,EV000386,ST003,2025-03-26T06:00:00Z,48.7,17.8,87.14,48.27,34.74,completed
CHG0000428,EV000060,ST004,2025-03-26T09:00:00Z,54.5,25.15,70.38,62.93,41.58,completed
CHG0000429,EV000009,ST001,2025-03-26T12:00:00Z,45.8,18.46,71.66,45.9,51.71,completed
CHG0000430,EV000082,ST003,2025-03-26T15:00:00Z,55.4,24.22,83.57,78.06,52.84,completed
CHG0000431,EV000157,ST004,2025-03-26T18:00:00Z,49.4,36.54,96.8,68.72,36.73,completed
CHG0000432,EV000482,ST004,2025-03-26T21:00:00Z,52.7,40.25,90.67,65.16,40.12,completed
CHG0000433,EV000162,ST003,2025-03-27T00:00:00Z,50.9,24.16,70.66,66.14,37.84,completed
CHG0000434,EV000183,ST004,2025-03-27T03:00:00Z,67.7,34.08,97.11,53.14,41.49,completed
CHG0000435,EV000210,ST002,2025-03-27T06:00:00Z,76.0,28.21,80.05,55.19,33.62,completed
CHG0000436,EV000407,ST002,2025-03-27T09:00:00Z,42.6,25.08,94.46,48.19,43.04,completed
CHG0000437,EV000190,ST004,2025-03-27T12:00:00Z,65.5,22.27,76.99,60.05,43.25,completed
CHG0000438,EV000132,ST004,2025-03-27T15:00:00Z,57.4,14.9,94.06,61.1,45.84,completed
CHG0000439,EV000008,ST003,2025-03-27T18:00:00Z,59.9,16.0,77.5,60.85,37.53,completed
CHG0000440,EV000255,ST003,2025-03-27T21:00:00Z,40.4,18.01,86.69,62.47,47.13,completed
CHG0000441,EV000071,ST001,2025-03-28T00:00:00Z,48.3,29.32,72.35,63.52,39.74,completed
CHG0000442,EV000154,ST002,2025-03-28T03:00:00Z,47.5,41.66,90.27,52.62,32.62,completed
CHG0000443,EV000190,ST001,2025-03-28T06:00:00Z,60.0,14.42,76.91,54.98,41.22,completed
CHG0000444,EV000486,ST001,2025-03-28T09:00:00Z,30.9,14.02,78.83,47.38,34.5,completed
CHG0000445,EV000445,ST003,2025-03-28T12:00:00Z,52.9,33.36,89.91,53.52,37.73,completed
CHG0000446,EV000303,ST001,2025-03-28T15:00:00Z,51.3,40.07,90.18,35.49,43.71,completed
CHG0000447,EV000112,ST002,2025-03-28T18:00:00Z,41.7,27.41,93.5,61.43,42.0,completed
CHG0000448,EV000008,ST002,2025-03-28T21:00:00Z,45.5,28.57,74.29,47.2,42.43,completed
CHG0000449,EV000500,ST002,2025-03-29T00:00:00Z,51.0,38.78,77.3,57.82,34.53,completed
CHG0000450,EV000108,ST003,2025-03-29T03:00:00Z,87.6,29.11,80.63,62.11,31.63,completed
CHG0000451,EV000258,ST004,2025-03-29T06:00:00Z,49.7,38.12,78.78,63.1,43.87,completed
CHG0000452,EV000394,ST002,2025-03-29T09:00:00Z,42.2,16.75,91.21,46.59,37.5,completed
CHG0000453,EV000061,ST004,2025-03-29T12:00:00Z,46.9,24.8,96.23,49.62,36.91,completed
CHG0000454,EV000087,ST002,2025-03-29T15:00:00Z,45.1,11.41,75.54,36.87,41.07,completed
CHG0000455,EV000347,ST003,2025-03-29T18:00:00Z,43.3,38.39,90.58,56.35,34.88,completed
CHG0000456,EV000226,ST003,2025-03-29T21:00:00Z,42.0,44.45,95.65,58.03,38.83,completed
CHG0000457,EV000264,ST003,2025-03-30T00:00:00Z,32.0,39.76,93.45,49.79,38.33,completed
CHG0000458,EV000277,ST004,2025-03-30T03:00:00Z,55.5,17.55,80.09,60.55,38.96,completed
CHG0000459,EV000353,ST001,2025-03-30T06:00:00Z,53.3,37.14,84.53,62.28,35.48,completed
CHG0000460,EV000329,ST002,2025-03-30T09:00:00Z,98.3,13.91,72.37,41.17,41.59,completed
CHG0000461,EV000103,ST002,2025-03-30T12:00:00Z,48.9,10.39,80.1,39.65,50.79,completed
CHG0000462,EV000133,ST002,2025-03-30T15:00:00Z,32.5,27.14,85.66,44.19,42.72,completed
CHG0000463,EV000269,ST002,2025-03-30T18:00:00Z,98.6,24.74,70.41,66.09,36.49,completed
CHG0000464,EV000106,ST004,2025-03-30T21:00:00Z,44.5,31.7,96.19,58.96,36.29,completed
CHG0000465,EV000387,ST001,2025-03-31T00:00:00Z,53.5,32.02,71.3,56.32,36.66,completed
CHG0000466,EV000399,ST004,2025-03-31T03:00:00Z,39.8,35.4,83.44,56.15,49.92,completed
CHG0000467,EV000015,ST002,2025-03-31T06:00:00Z,48.5,38.32,84.82,56.01,36.97,completed
CHG0000468,EV000454,ST003,2025-03-31T09:00:00Z,42.7,20.47,75.06,57.63,54.6,completed
CHG0000469,EV000184,ST001,2025-03-31T12:00:00Z,49.0,27.54,82.76,56.13,39.6,completed
CHG0000470,EV000305,ST001,2025-03-31T15:00:00Z,42.2,13.16,88.03,63.4,33.55,completed
CHG0000471,EV000290,ST003,2025-03-31T18:00:00Z,47.5,38.88,73.64,59.5,36.27,completed
CHG0000472,EV000443,ST001,2025-03-31T21:00:00Z,47.4,10.92,96.47,54.6,36.41,completed
CHG0000473,EV000214,ST001,2025-04-01T00:00:00Z,49.4,16.3,84.74,52.43,39.39,completed
CHG0000474,EV000050,ST003,2025-04-01T03:00:00Z,35.2,43.92,87.21,63.15,41.13,completed
CHG0000475,EV000055,ST003,2025-04-01T06:00:00Z,52.4,41.82,93.5,69.36,38.55,completed
CHG0000476,EV000176,ST001,2025-04-01T09:00:00Z,53.6,40.87,71.88,67.06,37.9,completed
CHG0000477,EV000073,ST002,2025-04-01T12:00:00Z,49.6,22.54,85.0,41.96,33.99,completed
CHG0000478,EV000339,ST003,2025-04-01T15:00:00Z,44.4,23.42,80.49,44.27,42.25,completed
CHG0000479,EV000202,ST004,2025-04-01T18:00:00Z,39.6,34.07,90.33,67.4,51.52,completed
CHG0000480,EV000259,ST003,2025-04-01T21:00:00Z,48.5,33.5,95.62,57.14,42.09,completed
CHG0000481,EV000132,ST002,2025-04-02T00:00:00Z,46.6,44.79,92.53,72.17,51.7,completed
CHG0000482,EV000173,ST003,2025-04-02T03:00:00Z,49.1,29.83,73.8,52.95,38.54,completed
CHG0000483,EV000139,ST003,2025-04-02T06:00:00Z,53.2,37.31,72.74,61.42,30.19,completed
CHG0000484,EV000274,ST002,2025-04-02T09:00:00Z,45.8,33.2,90.33,71.46,35.6,completed
CHG0000485,EV000264,ST004,2025-04-02T12:00:00Z,46.0,32.0,82.86,53.87,42.7,completed
CHG0000486,EV000070,ST001,2025-04-02T15:00:00Z,38.2,39.53,95.74,56.96,40.47,completed
CHG0000487,EV000403,ST001,2025-04-02T18:00:00Z,43.5,40.64,76.47,65.75,39.74,completed
CHG0000488,EV000048,ST002,2025-04-02T21:00:00Z,42.9,11.52,85.59,63.31,38.12,completed
CHG0000489,EV000463,ST001,2025-04-03T00:00:00Z,37.9,35.31,70.85,53.91,41.9,completed
CHG0000490,EV000221,ST004,2025-04-03T03:00:00Z,47.5,17.96,86.61,50.72,37.88,completed
CHG0000491,EV000449,ST001,2025-04-03T06:00:00Z,52.1,25.27,81.94,63.64,48.26,completed
CHG0000492,EV000472,ST001,2025-04-03T09:00:00Z,46.5,11.59,96.23,53.49,48.63,completed
CHG0000493,EV000056,ST002,2025-04-03T12:00:00Z,52.4,24.16,71.85,51.97,50.59,completed
CHG0000494,EV000340,ST002,2025-04-03T15:00:00Z,57.6,43.6,89.43,70.95,35.85,completed
CHG0000495,EV000371,ST003,2025-04-03T18:00:00Z,61.5,10.47,82.55,63.69,33.07,completed
CHG0000496,EV000048,ST001,2025-04-03T21:00:00Z,61.2,40.6,96.81,46.86,40.78,completed
CHG0000497,EV000227,ST004,2025-04-04T00:00:00Z,42.4,29.06,85.42,55.28,36.98,completed
CHG0000498,EV000121,ST004,2025-04-04T03:00:00Z,48.4,38.62,84.51,71.04,53.07,completed
CHG0000499,EV000121,ST001,2025-04-04T06:00:00Z,47.5,35.72,79.58,60.11,48.67,completed
CHG0000500,EV000045,ST002,2025-04-04T09:00:00Z,41.5,29.46,74.9,69.84,43.56,completed
CHG0000501,EV000078,ST001,2025-04-04T12:00:00Z,58.1,44.71,94.8,43.41,45.57,completed
CHG0000502,EV000147,ST003,2025-04-04T15:00:00Z,46.6,29.11,95.91,62.69,37.33,completed
CHG0000503,EV000060,ST002,2025-04-04T18:00:00Z,41.5,35.87,70.25,56.77,32.42,completed
CHG0000504,EV000167,ST001,2025-04-04T21:00:00Z,57.9,34.45,76.51,72.06,46.76,completed
CHG0000505,EV000160,ST003,2025-04-05T00:00:00Z,48.3,27.66,79.45,52.02,33.42,completed
CHG0000506,EV000295,ST002,2025-04-05T03:00:00Z,45.4,37.37,93.49,59.56,35.85,completed
CHG0000507,EV000053,ST003,2025-04-05T06:00:00Z,41.3,28.37,74.31,51.3,34.15,completed
CHG0000508,EV000418,ST002,2025-04-05T09:00:00Z,48.1,16.99,77.91,48.25,37.02,completed
CHG0000509,EV000128,ST002,2025-04-05T12:00:00Z,39.9,31.1,93.66,55.18,39.57,completed
CHG0000510,EV000409,ST002,2025-04-05T15:00:00Z,30.4,20.08,72.26,67.82,34.27,completed
CHG0000511,EV000266,ST002,2025-04-05T18:00:00Z,51.0,40.01,78.57,55.47,48.72,completed
CHG0000512,EV000209,ST001,2025-04-05T21:00:00Z,95.6,42.37,95.71,38.78,39.87,completed
CHG0000513,EV000069,ST003,2025-04-06T00:00:00Z,38.3,16.52,80.18,57.12,38.98,completed
CHG0000514,EV000112,ST002,2025-04-06T03:00:00Z,35.1,18.26,77.33,44.13,34.34,completed
